x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,label
0.43464651703834534,0.6111312508583069,-1.1146499900860363e-07,0.47588393092155457,0.5864909887313843,-0.01833418197929859,0.5170812606811523,0.5496128797531128,-0.026509378105401993,0.5546582937240601,0.5262216329574585,-0.03377341106534004,0.5806524753570557,0.5153873562812805,-0.03714703023433685,0.49136441946029663,0.46518635749816895,-0.007231813855469227,0.4890423119068146,0.4087674617767334,-0.02734341099858284,0.4861871600151062,0.463657021522522,-0.038062065839767456,0.48905766010284424,0.4940025806427002,-0.04241238906979561,0.46361827850341797,0.45913636684417725,-0.00578333530575037,0.4611269533634186,0.40844154357910156,-0.02534627541899681,0.46171995997428894,0.47698044776916504,-0.029348263517022133,0.46561476588249207,0.5023293495178223,-0.028186310082674026,0.4379284381866455,0.46333229541778564,-0.008357193320989609,0.43479296565055847,0.4185560643672943,-0.02859988622367382,0.4383894205093384,0.48119795322418213,-0.02266484871506691,0.44317272305488586,0.5076912045478821,-0.013595153577625751,0.41401034593582153,0.4743945598602295,-0.012640648521482944,0.4098935127258301,0.43405359983444214,-0.02401396818459034,0.41646426916122437,0.4741404354572296,-0.017954116687178612,0.4221283197402954,0.49967414140701294,-0.010101903229951859,right
0.38135260343551636,0.47365278005599976,-2.8414126518327976e-07,0.45684438943862915,0.40484875440597534,0.004442978650331497,0.5142257809638977,0.32330507040023804,-0.003313716035336256,0.5650551319122314,0.24342145025730133,-0.011152634397149086,0.6090439558029175,0.1983015537261963,-0.020162830129265785,0.4701198637485504,0.13884271681308746,-0.02063177339732647,0.4269021153450012,0.0935865119099617,-0.01278824545443058,0.41944578289985657,0.14990106225013733,-0.008626245893537998,0.4266763925552368,0.19313113391399384,-0.008405284024775028,0.41336506605148315,0.1281001716852188,-0.025968605652451515,0.38335368037223816,0.11762014776468277,-0.0069250562228262424,0.37993109226226807,0.1683962047100067,-0.0009603030048310757,0.3883470594882965,0.20783701539039612,-0.005351559724658728,0.3577543795108795,0.14706407487392426,-0.02695411629974842,0.34319689869880676,0.1445874720811844,-0.007476113270968199,0.3423786163330078,0.18827387690544128,2.1542447939282283e-05,0.34951943159103394,0.22965896129608154,-0.004307607654482126,0.306583434343338,0.1734466552734375,-0.027829894796013832,0.3035948872566223,0.17334461212158203,-0.011917552910745144,0.3066069781780243,0.22049890458583832,0.0009597374009899795,0.31284573674201965,0.25528326630592346,0.007281998638063669,right
0.4648575186729431,0.736283004283905,-2.577997122443776e-07,0.5164487361907959,0.6900886297225952,0.009432707913219929,0.5498995184898376,0.6310908794403076,0.010517030954360962,0.5777049660682678,0.5743064284324646,0.010240240022540092,0.6031933426856995,0.5474746823310852,0.009682789444923401,0.5151262283325195,0.5138393640518188,0.003330821171402931,0.5018036365509033,0.47141313552856445,0.011956069618463516,0.49737030267715454,0.5106525421142578,0.015084473416209221,0.49911749362945557,0.5457243919372559,0.01586548238992691,0.47770175337791443,0.5042914748191833,9.013316594064236e-05,0.4689389765262604,0.4995875358581543,0.018029242753982544,0.4676743745803833,0.5401149988174438,0.02307393215596676,0.4720717966556549,0.5678707957267761,0.021153589710593224,0.44319072365760803,0.5166792869567871,-0.0006842440343461931,0.44101983308792114,0.520165205001831,0.017145536839962006,0.4419940710067749,0.5542094707489014,0.02102154865860939,0.445967435836792,0.5842060446739197,0.017493819817900658,0.4135896861553192,0.5346494317054749,-0.000852959870826453,0.41508162021636963,0.5377060174942017,0.013943344354629517,0.41818538308143616,0.57058185338974,0.02234283648431301,0.4223209619522095,0.5971882343292236,0.026505596935749054,right
0.4475724995136261,0.5609838962554932,-1.0514672510453238e-07,0.49331381916999817,0.5506762266159058,-0.04049044847488403,0.5467365384101868,0.5097489356994629,-0.06062958389520645,0.6016120910644531,0.49522754549980164,-0.0757860392332077,0.6417843103408813,0.4991132915019989,-0.08420611172914505,0.5274065732955933,0.3777964115142822,-0.025811251252889633,0.5207986831665039,0.3069053590297699,-0.05791432410478592,0.5102187395095825,0.3763624429702759,-0.07239273190498352,0.5141879320144653,0.4186566174030304,-0.07610483467578888,0.4918363094329834,0.3644558787345886,-0.014677789993584156,0.48628777265548706,0.30477234721183777,-0.04248715192079544,0.4764329195022583,0.39421728253364563,-0.042514681816101074,0.48945438861846924,0.4143698513507843,-0.035386890172958374,0.46115607023239136,0.3583616614341736,-0.010814459063112736,0.45363983511924744,0.31231358647346497,-0.037976160645484924,0.44922998547554016,0.384561151266098,-0.026668168604373932,0.461416095495224,0.4050080478191376,-0.011343426071107388,0.4341321587562561,0.3578876554965973,-0.010967516340315342,0.42513421177864075,0.309897780418396,-0.02374430187046528,0.4252723753452301,0.357266902923584,-0.01371803693473339,0.4330226182937622,0.3855440318584442,-0.0011617956915870309,right
0.4656730890274048,0.6649857759475708,-2.8301988663770317e-07,0.5114783644676208,0.6310880184173584,0.012783797457814217,0.5380291938781738,0.5907248854637146,0.015343394130468369,0.5587903261184692,0.5513406991958618,0.015924008563160896,0.5772494077682495,0.5394819378852844,0.01557788997888565,0.5307384133338928,0.46747443079948425,0.004852190148085356,0.5062310695648193,0.4383685886859894,0.012833327986299992,0.4954609274864197,0.4735177159309387,0.015519521199166775,0.49649378657341003,0.5040693283081055,0.015491323545575142,0.498781681060791,0.4460417330265045,-0.0007584217237308621,0.47998887300491333,0.4454907178878784,0.01427791640162468,0.47141391038894653,0.4806172251701355,0.01814100705087185,0.474772185087204,0.5097734332084656,0.01640312746167183,0.46512481570243835,0.447344571352005,-0.0033801537938416004,0.4541541635990143,0.45354655385017395,0.010300450958311558,0.44965648651123047,0.48529618978500366,0.013423538766801357,0.4527912735939026,0.5154792666435242,0.010806542821228504,0.4341118335723877,0.4600202441215515,-0.005036471411585808,0.42809733748435974,0.46290504932403564,0.00338540505617857,0.42820271849632263,0.4951449930667877,0.00941658578813076,0.4323517084121704,0.5231139659881592,0.013446900993585587,right
0.46632352471351624,0.7395204305648804,-1.8019071035269008e-07,0.5067293047904968,0.7078379392623901,0.0010303404415026307,0.538506031036377,0.6598430871963501,-0.0009433884406462312,0.5602974891662598,0.6064144968986511,-0.0030245056841522455,0.5803064107894897,0.5762917995452881,-0.005162318702787161,0.508453369140625,0.5480027794837952,-0.0007436820305883884,0.49556484818458557,0.5418016314506531,0.0031700790859758854,0.491010844707489,0.5749159455299377,0.0011130759958177805,0.49187371134757996,0.5980197191238403,-0.00176786701194942,0.4799157679080963,0.5371520519256592,-0.002251009689643979,0.4695587754249573,0.54632967710495,0.008765213191509247,0.4668631851673126,0.5761929750442505,0.00942011084407568,0.4692349135875702,0.5980167388916016,0.005626935977488756,0.45198854804039,0.5450395941734314,-0.002395050134509802,0.44676852226257324,0.5525901317596436,0.006040011066943407,0.44639140367507935,0.5793399810791016,0.007696235086768866,0.4490067660808563,0.603856086730957,0.0053575788624584675,0.42636093497276306,0.5586090683937073,-0.0025765278842300177,0.42281025648117065,0.5515756011009216,0.003706101095303893,0.4267142713069916,0.5733269453048706,0.009604419581592083,0.4318438768386841,0.59451824426651,0.013444415293633938,right
0.3452673852443695,0.42256468534469604,-8.924244099262069e-08,0.39835289120674133,0.4143837094306946,-0.051884762942790985,0.45627930760383606,0.3731803596019745,-0.07848820090293884,0.5161319375038147,0.3511653542518616,-0.09734878689050674,0.5595877170562744,0.3460289239883423,-0.1079350933432579,0.44334495067596436,0.21240253746509552,-0.04383685439825058,0.42212072014808655,0.1404096633195877,-0.08037825673818588,0.4176171123981476,0.2240719199180603,-0.09332260489463806,0.43197160959243774,0.2581082880496979,-0.09624235332012177,0.4014386534690857,0.19939416646957397,-0.028204116970300674,0.3842746317386627,0.13765688240528107,-0.06132340803742409,0.3791334927082062,0.24897196888923645,-0.05721640959382057,0.39942073822021484,0.25651979446411133,-0.046658843755722046,0.3646732568740845,0.19104556739330292,-0.020523928105831146,0.34820497035980225,0.14957894384860992,-0.05098499730229378,0.3471081852912903,0.23842483758926392,-0.033991336822509766,0.36616283655166626,0.2459467649459839,-0.015207577496767044,0.3304850161075592,0.1860455572605133,-0.018033156171441078,0.31441476941108704,0.14981180429458618,-0.0319608673453331,0.31666114926338196,0.20814508199691772,-0.020008066669106483,0.33024072647094727,0.22851356863975525,-0.006402114871889353,right
0.41346481442451477,0.6682043671607971,-4.0309885207534535e-08,0.4540100693702698,0.6461917757987976,-0.02910548262298107,0.5006570816040039,0.5987215042114258,-0.043227311223745346,0.5445358753204346,0.5641423463821411,-0.05365487560629845,0.576655924320221,0.5471543669700623,-0.05864609405398369,0.47377288341522217,0.4884741008281708,-0.014886777848005295,0.4592287242412567,0.43536072969436646,-0.03712370991706848,0.4584660530090332,0.4945712983608246,-0.04615596681833267,0.47061964869499207,0.5162757039070129,-0.04847698658704758,0.4437246322631836,0.48575559258461,-0.007439521141350269,0.43111926317214966,0.4423920512199402,-0.027291513979434967,0.43198075890541077,0.5175113081932068,-0.026242321357131004,0.44611436128616333,0.5210006237030029,-0.02024409919977188,0.4170645475387573,0.48596999049186707,-0.005447238218039274,0.4035307466983795,0.45543330907821655,-0.025184979662299156,0.4069273769855499,0.5175506472587585,-0.015340305864810944,0.42133867740631104,0.5202503800392151,-0.0034304133150726557,0.39300405979156494,0.48842912912368774,-0.006269271485507488,0.3791967034339905,0.45967403054237366,-0.014372157864272594,0.38468867540359497,0.5051102638244629,-0.004700950812548399,0.39618322253227234,0.5213310122489929,0.006079824175685644,right
0.5036056041717529,0.6169930100440979,-4.9921474953862344e-08,0.5377928018569946,0.6280979514122009,-0.027682995423674583,0.5885156393051147,0.6035316586494446,-0.03911992534995079,0.6308146119117737,0.5976710915565491,-0.047535527497529984,0.6603052616119385,0.6042196750640869,-0.05106196179986,0.5839356780052185,0.5040000677108765,-0.01500419620424509,0.5899125933647156,0.45163267850875854,-0.04085744544863701,0.5760819315910339,0.5025798082351685,-0.05215662345290184,0.5746702551841736,0.5357024073600769,-0.05531558394432068,0.5591894388198853,0.4818272888660431,-0.009330419823527336,0.561305046081543,0.4364330768585205,-0.0359041765332222,0.5466606616973877,0.5065301060676575,-0.038791365921497345,0.5515438914299011,0.5320846438407898,-0.03389682620763779,0.5337526202201843,0.47019413113594055,-0.009250747971236706,0.5323010087013245,0.43461349606513977,-0.036031175404787064,0.5229723453521729,0.49866166710853577,-0.028736071661114693,0.5296117067337036,0.5240785479545593,-0.01627863198518753,0.5097452998161316,0.46712878346443176,-0.011598232202231884,0.5078814625740051,0.4341388940811157,-0.02680196613073349,0.503363311290741,0.47824135422706604,-0.020763762295246124,0.507232129573822,0.5015639662742615,-0.011392059735953808,right
0.48903095722198486,0.6362379193305969,-5.7333419789529216e-08,0.5247422456741333,0.6408775448799133,-0.017109300941228867,0.5659434795379639,0.6253871321678162,-0.025546545162796974,0.5988277792930603,0.6183697581291199,-0.033637695014476776,0.6229333877563477,0.6148599982261658,-0.03968040645122528,0.5527926683425903,0.5374656915664673,-0.007882657460868359,0.564433217048645,0.4878498911857605,-0.02654772438108921,0.5548986196517944,0.5242838859558105,-0.036312464624643326,0.5466294288635254,0.555223286151886,-0.03935365751385689,0.529502809047699,0.5194124579429626,-0.006671356037259102,0.5398522019386292,0.47437161207199097,-0.02525172010064125,0.5299338102340698,0.5314463973045349,-0.02986099198460579,0.5246436595916748,0.5615766048431396,-0.028269527480006218,0.5049514174461365,0.5116192698478699,-0.009024370461702347,0.5141730904579163,0.46666353940963745,-0.028610406443476677,0.5075212121009827,0.5223124623298645,-0.025012830272316933,0.5031282901763916,0.5516261458396912,-0.016886413097381592,0.4799179434776306,0.5117928385734558,-0.012655144557356834,0.48723524808883667,0.47163093090057373,-0.025165081024169922,0.48719123005867004,0.5094524025917053,-0.020521391183137894,0.48492297530174255,0.5360748767852783,-0.013119696639478207,right
